Nombre de catálogo,Nombre de categoría,Nombre de artículo,Descripción de artículo,Artículo - Unidad de medida principal,Artículo - Permite stock,Estado de artículo,PK_PZASTARIMA,PZAS/PAQUETE
EMP OTROS,REFACCIONES-O,Q-0006,Planet carrier 2 gear,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,Q-0007,Planet carrier 2,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,Q-0010,Tension wheel,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,Q-0026,Handle pin,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,Q-0028,Cam disc,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,Q-0077,Welding limit spring,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,Q-0078,Cutter,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,Q-0079,Cutter bushing,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,Q-0080,Cutter spring,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,Q-0098,Return spring of welding fixture,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,Q-0099,Thimble shaft spring,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,Q-2022,Welding gear block,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,Q-2025-1,Eccentrinc shaft,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,Q-2040,Tighten the lower gear plate,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,Q-2041,Base rocker,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,Q-2051,Microswitch zippy (tight outlet),PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,Q-3003,Support 1,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,Q-3004,Support 2,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,Q-3006,Switch B,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,Q-3007,Side Shield,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,Q-3008A,Upper cover of circuit board,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,Q-3008B,Lower cover of circuit boeard,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,Q-3S001,Left casing,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,Q-3S009,Handle,PIEZA,Y,Activo,1,1
EMP OTROS,REFACCIONES-O,Q-5010,Double gear,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,Q-5020,Belt guide,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,Q-5021,Welding framework,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,Q-5027,Guide pin,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,Q-5028,Base guard,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,Q-5031,Cam,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,Q-5034,Tension motor,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,Q-5037,Circuit board,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,Q-6020A,Toggle lever A,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,Q-6023A,Welding motor gear A,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,Q-6024A,Welding motor,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,Q-A001,Welding lower teeth plat,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,Q-A002,Welding lower teeth plate fixing screw,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,Q-S3012,Body base,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,Q-T046,"Charger(Standard) of Q31,Q-T046",PIEZA,Y,Activo,1,1
EMP OTROS,REFACCIONES-O,Q-T050,Battery,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,Q-T1094,Steel ball Φ 5,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,Q-T223B,Timing belt MXL-65 teeth-12mm,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,Q-T301,PVC panel,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,S99999,Foldable Duffle Bag,PIEZA,Y,Activo,1,1
EMP OTROS,REFACCIONES-O,SOPPERNO,SOPORTE PARA PERNOS DE CARGA MONTACARGAS REACH,PIEZA,Y,Activo,1,1
EMP OTROS,REFACCIONES-O,T504,Import bearing 627z,PIEZA,Y,Activo,1,1
EMP OTROS,REFACCIONES-O,T631,Shaft ring 10,PIEZA,Y,Activo,,1
EMP OTROS,REFACCIONES-O,XH-M401,Modulo Regulador Step Down 1v-34v Voltaje Variable Xh-m401,PIEZA,Y,Activo,1,1
EMP OTROS,REFACCIONES-O,YS-2A-14,RIGHT CHAMBER,PIEZA,Y,Activo,1,1
EMP OTROS,REFACCIONES-O,YS-2A-16,MIDDLE CAVITY,PIEZA,Y,Activo,1,1
EMP OTROS,REFACCIONES-O,YS-2A-19,LEFT CLAW,PIEZA,Y,Activo,1,1
EMP OTROS,SACOS,SPF6095,Sacos para Fertilizante 60*95 60+15 grs Blanco,PIEZA,Y,Activo,6000,1
EMP OTROS,SACOS,SPF6095-PQ10,SPF6095-PQ10 60*95 grs Blanco,PAQUETE,Y,Activo,,
EMP OTROS,SACOS,SPF6095-PQ100,SPF6095-PQ100 60*95 grs Blanco,PAQUETE,Y,Activo,,
EMP OTROS,SACOS,SPF6095-PQ50,SPF6095-PQ50 60*95 grs Blanco,PAQUETE,Y,Activo,,
EMP OTROS,SACOS,SPH54100,Sacos Para Harina 54*100 60 grs Blanco,PIEZA,Y,Activo,6000,1
EMP OTROS,SACOS,SPH54100-PQ10,SPH54100-PQ10 54*100 60 grs Blanco,PAQUETE,Y,Activo,,
EMP OTROS,SACOS,SPH54100-PQ100,SPH54100-PQ100 54*100 60 grs Blanco,PAQUETE,Y,Activo,,
EMP OTROS,SACOS,SPH54100-PQ50,SPH54100-PQ50 54*100 60 grs Blanco,PAQUETE,Y,Activo,,
EMP OTROS,SELLOS DE SEGURIDAD,ACS4008,Sello de seguridad hexagonal. Largo: 300 mm. Ancho: 1.8 mm. Color: Verde.,PIEZA,Y,Activo,20000,1
EMP OTROS,SELLOS DE SEGURIDAD,ACS4009,Sello de seguridad hexagonal. Largo: 300 mm. Ancho: 1.8 mm. Color: Amarillo.,PIEZA,Y,Activo,20000,1
EMP OTROS,SELLOS DE SEGURIDAD,ACS4010,Sello de seguridad hexagonal. Largo: 300 mm. Ancho: 1.8 mm. Color: Azul.,PIEZA,Y,Activo,20000,1
EMP OTROS,SELLOS DE SEGURIDAD,ACS4011,Sello de seguridad hexagonal. Largo: 300 mm. Ancho: 1.8 mm. Color: Rojo.,PIEZA,Y,Activo,20000,1
EMP OTROS,SELLOS DE SEGURIDAD,ACS4012,Sello de seguridad cinturón. Largo: 400 mm. Color: Verde.,PIEZA,Y,Activo,100000,1
EMP OTROS,SELLOS DE SEGURIDAD,ACS4013,Sello de seguridad cinturón. Largo: 400 mm. Color: Amarillo.,PIEZA,Y,Activo,100000,1
EMP OTROS,SELLOS DE SEGURIDAD,ACS4014,Sello de seguridad cinturón. Largo: 400 mm. Color: Azul.,PIEZA,Y,Activo,100000,1
EMP OTROS,SELLOS DE SEGURIDAD,ACS4015,Sello de seguridad cinturón. Largo: 400 mm. Color: Rojo.,PIEZA,Y,Activo,100000,1
EMP OTROS,SELLOS DE SEGURIDAD,ACS4016,Sello de seguridad cola de ratón. Largo: 250 mm. Color: Verde.,PIEZA,Y,Activo,160000,1
EMP OTROS,SELLOS DE SEGURIDAD,ACS4017,Sello de seguridad cola de ratón. Largo: 250 mm. Color: Amarillo.,PIEZA,Y,Activo,160000,1
EMP OTROS,SELLOS DE SEGURIDAD,ACS4018,Sello de seguridad cola de ratón. Largo: 250 mm. Color: Azul.,PIEZA,Y,Activo,160000,1
EMP OTROS,SELLOS DE SEGURIDAD,ACS4019,Sello de seguridad cola de ratón. Largo: 250 mm. Color: Rojo.,PIEZA,Y,Activo,160000,1
EMP OTROS,SOBRES PAPEL PROTECTIVO,HexcelOpe2,SOBRE HEXCEL 2,PIEZA,Y,Activo,,60
EMP OTROS,SOBRES PAPEL PROTECTIVO,HexcelOpe2-CJ60,HexcelOpe2-CJ60 Sobre Hexcel 2,CAJA,Y,Activo,,
EMP OTROS,SOBRES PAPEL PROTECTIVO,HexcelOpe5,SOBRE HEXCEL 5,PIEZA,Y,Activo,,60
EMP OTROS,SOBRES PAPEL PROTECTIVO,HexcelOpe5-CJ60,HexcelOpe5-CJ60 Sobre Hexcel 5,CAJA,Y,Activo,,
EMP OTROS,STRETCH HOOD,STH43DRL1C,"STRETCH HOOD ULTRA TOUGH 43.3"" x 26"" 450GA x 2100'",PIEZA,Y,Activo,2,1
EMP OTROS,TARIMAS,TPOW120X100,Tarima de plástico One Way 120 cm x 100 cm,PIEZA,Y,Activo,,1
EMP OTROS,TARIMAS,TPOW120X100-PZ,TPOW120X100-PZ TARIMA DE PLASTICO ONE WAY 120 cm x 100 cm,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM,TERMOENCOGIBLE,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM10P125,TERMO 10 PULG C 125,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM10P150,"TERMOENCOGIBLE 10 PULG CAL 150 CON 3,500 PIES",PIEZA,Y,Activo,40,1
EMP OTROS,TERMOENCOGIBLE,TRM12P125,TERMO 12 PULG C 125,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM12P200,TERMOENCOGIBLE 12 In Cal. 200 Ga -  25 Kg en rollo,PIEZA,Y,Activo,40,1
EMP OTROS,TERMOENCOGIBLE,TRM12P300,TERMO 12 PULG C 300,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM13.1P270,TERMOENCOGIBLE 13 1/8 PULGADAS CALIBRE 270 1869.87 FT,PIEZA,Y,Activo,36,1
EMP OTROS,TERMOENCOGIBLE,TRM13P150,Película Termoencogible 13 in cal. 150 Ga,PIEZA,Y,Activo,36,1
EMP OTROS,TERMOENCOGIBLE,TRM13P300,TERMO 13 PULG C 300,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM140330F56,TERMOENCOGIBLE TUBULAR 140 CM CALIBRE 330 FUELLE 56 CM,PIEZA,Y,Activo,6,1
EMP OTROS,TERMOENCOGIBLE,TRM14P200,TERMO 14 PULG C 200,PIEZA,Y,Activo,42,1
EMP OTROS,TERMOENCOGIBLE,TRM15P125,"TERMOENCOGIBLE 15"" CAL 125 800 MTS",PIEZA,Y,Activo,512,1
EMP OTROS,TERMOENCOGIBLE,TRM15P150,Película Termoencogible 15 in cal. 150 Ga,PIEZA,Y,Activo,34,1
EMP OTROS,TERMOENCOGIBLE,TRM15P300,TERMO 15 PULG C 300,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM16P200,TERMO 16 PULG C 200,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM16P250,TERMO 16 PULG C 250,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM17P140,TERMO 17 PULG C 140,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM17P150,TERMO 17 PULG C 150,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM17P150-PZ,TRM17P150-PZ TERMO 17 PULG C 150 PAQUETE CON 1 PZ,PIEZA,Y,Activo,,
EMP OTROS,TERMOENCOGIBLE,TRM17P200,TERMOENCOGIBLE 17 in cal. 200 Ga de 2800 ft.,PIEZA,Y,Activo,32,1
EMP OTROS,TERMOENCOGIBLE,TRM17P250,TERMO 17 PULG C 250,PIEZA,Y,Activo,40,1
EMP OTROS,TERMOENCOGIBLE,TRM17P300,TERMO 17 PULG C 300,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM18P125,"TERMOENCO 18"" CAL 125 800 MTS",PIEZA,Y,Activo,512,1
EMP OTROS,TERMOENCOGIBLE,TRM18P200,TERMO 18 PULG 200,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM18P250,TERMO 18 PULG 250,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM18P300,TERMO 18 PULG 300,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM19P200,TERMO 19 PULG C 200,PIEZA,Y,Activo,40,1
EMP OTROS,TERMOENCOGIBLE,TRM19P250,TERMO 19 PULG C 250,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM200380R,TERMO 380 MM C200,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM20P175,"TERMOENCOGIBLE 20 PULG CAL 175 CON 6,500 PIES",PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM20P200,TERMO 20 PULG C 200,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM20P300,TERMO 20 PULG C 300,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM21.5P200,"TERMOENCOGIBLE 21.5 PULG CALl 200 CON 5,300 PIES",PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM21P140,TERMO 21 PULG C 140,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM21P175,TERMO 21 PULG 175,PIEZA,Y,Activo,40,1
EMP OTROS,TERMOENCOGIBLE,TRM21P200,TERMOENCOGIBLE 21 In Cal. 200 Ga -  25 Kg en rollo,PIEZA,Y,Activo,40,1
EMP OTROS,TERMOENCOGIBLE,TRM22P170,TERMO 22 PULG 170,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM22P170C1,TERMO 22 PULG 170,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM22P200,TERMO 22 PULG C 200,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM22P240,TERMO 22 PULG C 240,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM22P250,TERMO 22 PULG C 250,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM22P2502000,TERMOENCOGIBLE 22 PULG CALIBRE 250 2000 FT,PIEZA,Y,Activo,24,1
EMP OTROS,TERMOENCOGIBLE,TRM22P260,TERMO 22 PULG C 260,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM23.5P230,TERMO 23.5 PULG C 230,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM23057R,TERMO 570 MM C230,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM23P200,"TERMOENCOGIBLE 23 PULG CAL 200 CON 5,000 PIES",PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM24P140,TERMO 24 PULG C 140,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM24P150,TERMO 24 PULG C 150,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM24P150R,Película Termoencogible 24 in cal. 150 Ga,PIEZA,Y,Activo,24,1
EMP OTROS,TERMOENCOGIBLE,TRM24P200,TERMOENCOGIBLE 24 PULG CAL 200 CON 4800 PIES,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM24P240,TERMO 24 PULG C 150,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM25P200,TERMO 25 PULG C 200,PIEZA,Y,Activo,24,1
EMP OTROS,TERMOENCOGIBLE,TRM25P250,Película Termoencogible 25 in cal. 250 Ga,PIEZA,Y,Activo,40,1
EMP OTROS,TERMOENCOGIBLE,TRM26.3P175,TERMO 26.3 PULG C 175,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM26P250,TERMO 26 PULG C 250,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM26P300,TERMO 26 PULG C 300,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM27P120,TERMO 27 PULG C 120,PIEZA,Y,Activo,40,1
EMP OTROS,TERMOENCOGIBLE,TRM27P200,TERMO 27 PULG C 200,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM300200,TERMO 300 MM C200,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM325250,TERMO 325 MM C250,PIEZA,Y,Activo,48,1
EMP OTROS,TERMOENCOGIBLE,TRM360150,TERMO 360 MM C150,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM370140,TERMOENCOGIBLE 370 MM Cal. 140 Ga,PIEZA,Y,Activo,36,1
EMP OTROS,TERMOENCOGIBLE,TRM400200,TERMO 400 MM C230,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM400230,TERMO 400 MM C230,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM400250,TERMO 400 MM C250,PIEZA,Y,Activo,36,1
EMP OTROS,TERMOENCOGIBLE,TRM400270R,TERMO 400 MM C270,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM400280,TERMOENCOGIBLE 40 CM CAL 280 2500 PIES,PIEZA,Y,Activo,40,1
EMP OTROS,TERMOENCOGIBLE,TRM430150,TERMO 430 MM C150,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM45230R,TERMO 45CM C230,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM500150,TERMO 500 MM C150,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM500200,TERMO 500 MM C200,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM500250,TERMO 500 MM C250,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM500400,TERMO 500 MM C400,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM510200,TERMOENCOGIBLE 51 cm cal. 200 Ga de 2400 ft.,PIEZA,Y,Activo,38,1
EMP OTROS,TERMOENCOGIBLE,TRM510250,TERMO 510 MM C250,PIEZA,Y,Activo,40,1
EMP OTROS,TERMOENCOGIBLE,TRM520230,TERMO 520 MM C230,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM520230-PZ,TRM520230-PZ TERMO 520 MM C230 PAQUETE CON 1 PZ,PIEZA,Y,Activo,,
EMP OTROS,TERMOENCOGIBLE,TRM520250,TERMO 520 MM C250,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM540200,TERMOENCOGIBLE 54 cm cal. 200 Ga de 2200 ft.,PIEZA,Y,Activo,33,1
EMP OTROS,TERMOENCOGIBLE,TRM540250,TERMO 540 MM C250,PIEZA,Y,Activo,40,1
EMP OTROS,TERMOENCOGIBLE,TRM550250,TERMO 550 MM C250,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM550350,TERMO 550 MM C350,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM550400,TERMO 550 MM C400,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM55260R,TERMO 55CM C260,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM558250,TERMOENCOGIBLE  55.8 CM CAL 250 25 KG EL ROLLO,PIEZA,Y,Activo,42,1
EMP OTROS,TERMOENCOGIBLE,TRM558270,TERMO 558 MM C270 26 kg,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM558270R,TERMO 558 MM C270 11kg,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM560250,TERMO 560 MM C250,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM580200,TERMOENCOGIBLE 58 cm cal. 200 Ga de 2000 ft.,PIEZA,Y,Activo,40,1
EMP OTROS,TERMOENCOGIBLE,TRM600140,TERMO 600 MM C140,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM600140A,TERMO 600 MM C140,PIEZA,Y,Activo,1,1
EMP OTROS,TERMOENCOGIBLE,TRM600300,Película Termoencogible 60 cm cal. 300 Ga 1968 ft,PIEZA,Y,Activo,38,1
EMP OTROS,TERMOENCOGIBLE,TRM600400,TERMO 600 MM C400,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM620250,TERMO 620 MM C250,PIEZA,Y,Activo,40,1
EMP OTROS,TERMOENCOGIBLE,TRM680350,TERMOENCOGIBLE 68 CM CAL 350 - (19 KG por rollo),PIEZA,Y,Activo,30,1
EMP OTROS,TERMOENCOGIBLE,TRM700400,TERMO 700 MM C400,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRM716200IR,TERMO 716 MM C200 IMP 8 PACK LA LECHERA,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRMB17P150,TERMO 17 PULG C 150,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRMB17P250,TERMO 17 PULG C 250,PIEZA,Y,Activo,42,1
EMP OTROS,TERMOENCOGIBLE,TRMB21P140,TERMOENCOGIBLE 21 PULG CAL 150 4000 FT,PIEZA,Y,Activo,40,1
EMP OTROS,TERMOENCOGIBLE,TRMB22P150,TERMO 22 PULG 150,PIEZA,Y,Activo,42,1
EMP OTROS,TERMOENCOGIBLE,TRMB23.5P230,TERMO 23.5 PULG C 230,PIEZA,Y,Activo,46,1
EMP OTROS,TERMOENCOGIBLE,TRMB23.5P230-PZ,TRMB23.5P230 TERMO 23.5 PULG C 230 1 PIEZA,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRMB24P150,TERMO 24 PULG C 150,PIEZA,Y,Activo,,1
EMP OTROS,TERMOENCOGIBLE,TRMB26.3P175,TERMO 26.3 PULG C 175,PIEZA,Y,Activo,40,1
EMP OTROS,TERMOENCOGIBLE,TRMB430150,TERMOENCOGIBLE  43 CM CAL 150 4000 FT,PIEZA,Y,Activo,48,1
EMP OTROS,TERMOENCOGIBLE,TRMB500150.,TERMOENCOGIBLE 50 CM CAL 150 4000 FT,PIEZA,Y,Activo,42,1
EMP OTROS,TERMOENCOGIBLE,TRMB510250,TERMO 510 MM C250,PIEZA,Y,Activo,42,1
EMP OTROS,TERMOENCOGIBLE,TRMB520230,TERMO 520 MM C230,PIEZA,Y,Activo,58,1
EMP OTROS,TERMOENCOGIBLE,TRMB540250,TERMO 540 MM C250,PIEZA,Y,Activo,42,1
EMP OTROS,TERMOENCOGIBLE,TRMB600140,TERMOENCOGIBLE 60 CM CAL 140 2500 FT,PIEZA,Y,Activo,46,1
EMP OTROS,TERMOENCOGIBLE,TRMB620250,TERMO 620 MM C250,PIEZA,Y,Activo,40,1
EMP OTROS,TERMOENCOGIBLE,TRMI17P230,TERMOENCOGIBLE 17 PULG C 230,PIEZA,Y,Activo,40,1
EMP OTROS,TERMOENCOGIBLE,TRMI510230,TERMOENCOGIBLE 510 MM C 230,PIEZA,Y,Activo,40,1
EMP OTROS,TERMOENCOGIBLE,TRMI540230,TERMOENCOGIBLE 540 MM C 230,PIEZA,Y,Activo,40,1
EMP OTROS,TERMOENCOGIBLE,TRMI620230,TERMOENCOGIBLE 620 MM C 230,PIEZA,Y,Activo,40,1
EMP OTROS,TERMOENCOGIBLE,TRMP520230,TERMO 520 MM C230,PIEZA,Y,Activo,40,1
EMP OTROS,TERMOENCOGIBLE,TRMT17P150,TERMO 17 PULG C 150,PIEZA,Y,Activo,60,1
EMP OTROS,TERMOENCOGIBLE,TRMT24P150,TERMO 24 PULG C 150,PIEZA,Y,Activo,40,1
EMP OTROS,TERMOENCOGIBLE,TRMT520230,TERMO 520 MM C230,PIEZA,Y,Activo,60,1
EMP OTROS,TUNEL POLIOLEFINA,SM4525,SHRINK TUNEL MACHINE SM4525,PIEZA,Y,Activo,1,1
EMP OTROS,TUNEL POLIOLEFINA,SM4525-PZ,SM4525-PZ Shrink Tunnel Machine SM4525,PIEZA,Y,Activo,1,1
EMP OTROS,TUNEL POLIOLEFINA,YS-FL-5545A,SHRINK WRAPPER MACHINE YS-FL-5545A,PIEZA,Y,Activo,1,1
EMP OTROS,TUNEL POLIOLEFINA,YS-FL-5545A-PZ,YS-FL-5545A-PZ Shrink Wrapper Machine YS-FL-5545A,PIEZA,Y,Activo,1,1
EMP OTROS,TUNEL POLIOLEFINA,YS-ZB-3246,SHRINK WRAPPER MACHINE YS-ZB-3246,PIEZA,Y,Activo,1,1
EMP OTROS,TUNEL POLIOLEFINA,YS-ZB-3246-PZ,YS-ZB-3246-PZ Shrink Wrapper Machine YS-ZB-3246,PIEZA,Y,Activo,1,1
EMP OTROS,TUNEL POLIOLEFINA,YS-ZB-4255,SHRINK WRAPPER MACHINE YS-ZB-4255,PIEZA,Y,Activo,1,1
EMP OTROS,TUNEL POLIOLEFINA,YS-ZB-4255-PZ,YS-ZB-4255-PZ Shrink Wrapper Machine YS-ZB-4255,PIEZA,Y,Activo,1,1
EMP OTROS,TUNEL POLIOLEFINA,YS-ZB-6084,SHRINK WRAPPER MACHINE YS-ZB-6084,PIEZA,Y,Activo,1,1
EMP OTROS,TUNEL POLIOLEFINA,YS-ZB-6084-PZ,YS-ZB-6084-PZ Shrink Wrapper Machine YS-ZB-6084,PIEZA,Y,Activo,1,1
EMP STRETCH,ACCESORIOS-S,ALM20X1.5,"Alma de acero 20"" x 1.5""",PIEZA,Y,Activo,1,1
EMP STRETCH,ACCESORIOS-S,ALM20X3,"Alma de acero 20"" x 3""",PIEZA,Y,Activo,1,1
EMP STRETCH,ACCESORIOS-S,ALM22X1,"Alma de acero 22"" x 1""",PIEZA,Y,Activo,1,1
EMP STRETCH,ACCESORIOS-S,ALM22X1.5,"Alma de acero 22"" x 1.5""",PIEZA,Y,Activo,1,1
EMP STRETCH,ACCESORIOS-S,ALM22X2,"Alma de acero 22"" x 2""",PIEZA,Y,Activo,1,1
EMP STRETCH,ACCESORIOS-S,ALM30X1.5,"Alma de acero 30"" x 1.5""",PIEZA,Y,Activo,1,1
EMP STRETCH,ACCESORIOS-S,ALM30X2,"Alma de acero 30"" x 2""",PIEZA,Y,Activo,1,1
EMP STRETCH,ACCESORIOS-S,ALM30X3,"Alma de acero 30"" x 3""",PIEZA,Y,Activo,1,1
EMP STRETCH,ACCESORIOS-S,ALM42X3,"Alma de acero 42"" x 3""",PIEZA,Y,Activo,1,1
EMP STRETCH,ACCESORIOS-S,ALM44X1,"Alma de acero 44"" x 1""",PIEZA,Y,Activo,1,1
EMP STRETCH,ACCESORIOS-S,ALM44X1.5,"Alma de acero 44"" x 1.5""",PIEZA,Y,Activo,1,1
EMP STRETCH,ACCESORIOS-S,ALM44X2,"Alma de acero 44"" x 2""",PIEZA,Y,Activo,1,1
EMP STRETCH,ACCESORIOS-S,HS2,DESPACHADOR PARA PELICULA CORELESS,PIEZA,Y,Activo,1,1
EMP STRETCH,ACCESORIOS-S,HS8422,APLICADOR DE PELICULA CORELESS XTGCL30BL,PIEZA,Y,Activo,,1
EMP STRETCH,ACCESORIOS-S,LMS1000,CONTADORA DE PIES,PIEZA,Y,Activo,,1
