Nombre de artículo,Descripción de artículo,Subinventario,Cantidad,Artículo - Unidad de medida principal,Organización de inventario,Ubicación de inventario de localizador
AB52338057-CJ12,AB52338057-CJ PAPEL HIGINIECO ELITE? Bobina Junior H/D 200 Mts. c/12 rollos 9 cms. PAQUETE CON 12 ROLLOS,INV PSD,3,CAJA,PSD_CAT,EST.C.03.A
AB52338064,PAPEL HIGIENICO ELITE® Bobina Jumbo H/D 400 Mts. c/6 rollos 9 cms.,INV CAT,2,CAJA,DHL_CAT,2.L.1.4
AB52338064,PAPEL HIGIENICO ELITE® Bobina Jumbo H/D 400 Mts. c/6 rollos 9 cms.,INV CAT,36,CAJA,DHL_CAT,4.L.2.0
AB52338064,PAPEL HIGIENICO ELITE® Bobina Jumbo H/D 400 Mts. c/6 rollos 9 cms.,INV CAT,36,CAJA,DHL_CAT,4.L.2.1
AB52338064,PAPEL HIGIENICO ELITE® Bobina Jumbo H/D 400 Mts. c/6 rollos 9 cms.,INV CAT,33,CAJA,DHL_CAT,4.L.2.2
AB52338064-CJ6,AB52338064-CJ PAPEL HIGIENICO ELITE? Bobina Jumbo H/D 400 Mts. c/6 rollos 9 cms. PAQUETE CON 6 ROLLOS,INV PSD,1,CAJA,PSD_CAT,EST.G.05.C
AB52338064-CJ6,AB52338064-CJ PAPEL HIGIENICO ELITE? Bobina Jumbo H/D 400 Mts. c/6 rollos 9 cms. PAQUETE CON 6 ROLLOS,INV PSD,3,CAJA,PSD_CAT,EST.H.06.D
AB53335971,TOALLA EN ROLLO ELITE® Blanca H/S 180 mts. c/6,INV CAT,15,CAJA,DHL_CAT,1.L.1.1
AB53335971,TOALLA EN ROLLO ELITE® Blanca H/S 180 mts. c/6,INV CAT,24,CAJA,DHL_CAT,3.L.0.5
AB53335971,TOALLA EN ROLLO ELITE® Blanca H/S 180 mts. c/6,INV PSD,4,CAJA,PSD_CAT,EST.H.09.C
ABN4.,MAQUINA AIRBOY NANO 4,INV CAT,1,PIEZA,DHL_CAT,1.E.0.1C
ABN4.,MAQUINA AIRBOY NANO 4,INV CAT,3,PIEZA,DHL_CAT,1.F.0.4C
ABN4.,MAQUINA AIRBOY NANO 4,INV CAT,5,PIEZA,DHL_CAT,1.F.0.5A
ABN4.,MAQUINA AIRBOY NANO 4,INV CAT,1,PIEZA,DHL_CAT,1.F.0.7A
ABN4.,MAQUINA AIRBOY NANO 4,INV CAT,2,PIEZA,DHL_CAT,1.F.0.7B
ABN4.,MAQUINA AIRBOY NANO 4,INV CAT,1,PIEZA,DHL_CAT,1.F.0.7C
ABN4.,MAQUINA AIRBOY NANO 4,INV CAT,1,PIEZA,DHL_CAT,1.F.0.8A
ABN4.,MAQUINA AIRBOY NANO 4,INV CAT,1,PIEZA,DHL_CAT,1.F.0.8B
ABN4.-PZ,ABN4.-PZ AirBoy Nano 4,INV PSD,1,PIEZA,PSD_CAT,EST.H.01.A
ACPTRA,Accesorio para parrilla de trailer,INV NUEVO,4,PIEZA,CUAU_HALYCON,A.10.b.
ACS4001,"BARRA LOGÍSTICA1.5"" X 89""-104""",INVCUAU,947,PIEZA,CUAUTIPARKII,F.32..
ACS4001-PZ,"ACS4001-PZ BARRA LOGÍSTICA1.5"" X 89""-104""",INV PSD,80,PIEZA,PSD_CAT,PS.I.08.
ACS4001-PZ,"ACS4001-PZ BARRA LOGÍSTICA1.5"" X 89""-104""",PRIME,11,PIEZA,AMAZON,
ACS4003,TURBO 1 AIR TOOL METAL w/LOOK ADAPTOR PTX-T200M,INV CAT,29,PIEZA,DHL_CAT,1.F.1.3B
ACS4004,Caja Plástica 50 X 30 X 25 cm - 19 Kg De Capacidad De Carga,INV CAT,20,PIEZA,DHL_CAT,1.L.1.0
ACS4004,Caja Plástica 50 X 30 X 25 cm - 19 Kg De Capacidad De Carga,INV PSD,10,PIEZA,PSD_CAT,PS.J.14.
ACS4004-PZ,ACS4004-PZ Caja Plástica 50 X 30 X 25 cm - 19 Kg De Capacidad De Carga,INV PSD,1,PIEZA,PSD_CAT,EST.E.04.D
ACS4005,Cubeta Ecológica Color Gris de 10.5 Lt de Capacidad,INV PSD,4,PIEZA,PSD_CAT,EST.C.11.D
ACS4005,Cubeta Ecológica Color Gris de 10.5 Lt de Capacidad,INV PSD,20,PIEZA,PSD_CAT,STGR...
ACS4005-PZ,ACS4005-PZ Cubeta Ecológica Color Gris de 10.5 Lt de Capacidad,INV PSD,1,PIEZA,PSD_CAT,EST.H.03.D
ACS4006,LENTES DE SEGURIDAD SENCILLO CON PROTECCIÓN UV 14.5X4.5X12.1CM,INV CAT,3540,PIEZA,DHL_CAT,4.M.0.6
ACS4006,LENTES DE SEGURIDAD SENCILLO CON PROTECCIÓN UV 14.5X4.5X12.1CM,INV PSD,600,PIEZA,PSD_CAT,EST.E.10.A
ACS4006,LENTES DE SEGURIDAD SENCILLO CON PROTECCIÓN UV 14.5X4.5X12.1CM,INV PSD,180,PIEZA,PSD_CAT,EST.E.11.A
ACS4006,LENTES DE SEGURIDAD SENCILLO CON PROTECCIÓN UV 14.5X4.5X12.1CM,INV PSD,400,PIEZA,PSD_CAT,STGR...
ACS4006-CJ10,ACS4006-CJ10  Lentes de seguridad con protección UV. CL-005 Medida/pieza 14.5x4.5x12.1cm   SENCILLO Caja con 10 pieza,FULL,1,CAJA,MERCADO_LIBRE,
ACS4006-PZ,ACS4006-PZ  Lentes de seguridad con protección UV. CL-005 Medida/pieza 14.5x4.5x12.1cm    SENCILLO  Presentación de 1 pieza,FULL,13,PIEZA,MERCADO_LIBRE,
ACS4006-PZ,ACS4006-PZ  Lentes de seguridad con protección UV. CL-005 Medida/pieza 14.5x4.5x12.1cm    SENCILLO  Presentación de 1 pieza,INV PSD,2,PIEZA,PSD_CAT,EST.H.01.B
ACS4006-PZ,ACS4006-PZ  Lentes de seguridad con protección UV. CL-005 Medida/pieza 14.5x4.5x12.1cm    SENCILLO  Presentación de 1 pieza,PRIME,11,PIEZA,AMAZON,
ACS4007,LENTES DE SEGURIDAD REFORZADO CON PROTECCIÓN UV 15.8X5.3X11.9CM,INV CAT,499,PIEZA,DHL_CAT,2.H.3.9
ACS4007,LENTES DE SEGURIDAD REFORZADO CON PROTECCIÓN UV 15.8X5.3X11.9CM,INV CAT,3000,PIEZA,DHL_CAT,3.J.1.7
ACS4007,LENTES DE SEGURIDAD REFORZADO CON PROTECCIÓN UV 15.8X5.3X11.9CM,INV PSD,750,PIEZA,PSD_CAT,PS.M.01.
ACS4007-CJ10,"""ACS4007-PZ Lentes de seguridad con protección UV. CL-002 Medida/pieza 15.8x5.3x11.9  REFORZADO Caja con 10 pieza """,FULL,1,CAJA,MERCADO_LIBRE,
ACS4007-CJ10,"""ACS4007-PZ Lentes de seguridad con protección UV. CL-002 Medida/pieza 15.8x5.3x11.9  REFORZADO Caja con 10 pieza """,INV PSD,20,CAJA,PSD_CAT,DEP.1..
ACS4007-PZ,"""ACS4007-PZ Lentes de seguridad con protección UV. CL-002 Medida/pieza 15.8x5.3x11.9  REFORZADO Presentación de 1 pieza """,FULL,1,PIEZA,MERCADO_LIBRE,
ACS4007-PZ,"""ACS4007-PZ Lentes de seguridad con protección UV. CL-002 Medida/pieza 15.8x5.3x11.9  REFORZADO Presentación de 1 pieza """,INV PSD,56,PIEZA,PSD_CAT,DEP.1..
ACS4021,Etiqueta térmica 10.2 cm * 15.2 cm,INV CAT,2016,PIEZA,DHL_CAT,1.J.1.3
ACS4021,Etiqueta térmica 10.2 cm * 15.2 cm,INV CAT,1488,PIEZA,DHL_CAT,2.L.2.3
ACS4021,Etiqueta térmica 10.2 cm * 15.2 cm,INV PSD,452,PIEZA,PSD_CAT,PS.K.07.
ACS4021-PQ12,"ACS4021-PQ12 Etiqueta térmica de 10.2 X 15.2 cm (4""x6""), rollo con 200 etiquetas Paquete con 12 pieza(rollos)",INV PSD,1,PAQUETE,PSD_CAT,EST.C.01.B
ACS4021-PZ,"ACS4021-PZ Etiqueta térmica de 10.2 X 15.2 cm (4""x6""), rollo con 200 etiquetas Presentación de 1 pieza(rollo)",INV PSD,3,PIEZA,PSD_CAT,EST.D.01.B
ACS4022,Etiqueta térmica 10.2 cm * 20.4 cm,INV CAT,1112,PIEZA,DHL_CAT,1.K.1.7
ACS4022,Etiqueta térmica 10.2 cm * 20.4 cm,INV CAT,1560,PIEZA,DHL_CAT,1.L.1.3
ACS4022,Etiqueta térmica 10.2 cm * 20.4 cm,INV PSD,160,PIEZA,PSD_CAT,STGR...
ACS4022-CJ8,"ACS4022-CJ8 Etiqueta térmica de 10.2 X 20.4 cm (4""x8""), rollo con 200 etiquetas Caja con 8 pieza(rollos)",INV PSD,2,CAJA,PSD_CAT,EST.C.04.C
ACS4022-PZ,"ACS4022-PZ Etiqueta térmica de 10.2 X 20.4 cm (4""x8""), rollo con 200 etiquetas Presentación de 1 pieza(rollo)",INV PSD,24,PIEZA,PSD_CAT,DEP.1..
ACS4022-PZ,"ACS4022-PZ Etiqueta térmica de 10.2 X 20.4 cm (4""x8""), rollo con 200 etiquetas Presentación de 1 pieza(rollo)",INV PSD,1,PIEZA,PSD_CAT,EST.H.01.C
ALKMOD010,ROLLO DE PAPEL ALUMINIO MODELO 10 ALUKINGS 1 CAJA/24 PZAS,INV CAT,336,PIEZA,DHL_CAT,1.N.0.9
ALKMOD010,ROLLO DE PAPEL ALUMINIO MODELO 10 ALUKINGS 1 CAJA/24 PZAS,INV PSD,72,PIEZA,PSD_CAT,EST.C.08.C
ALKMOD010-PQ12,ALKMOD010-PQ12 ROLLO DE PAPEL ALUMINIO MODELO 10 ALUKINGS 12 PIEZAS,INV PSD,1,PAQUETE,PSD_CAT,EST.G.02.C
ALKMOD010-PQ2,ALKMOD010-PQ2 ROLLO DE PAPEL ALUMINIO MODELO 10 ALUKINGS 2 PIEZAS,INV PSD,1,PAQUETE,PSD_CAT,EST.G.03.C
ALKMOD010-PZ,ALKMOD010-PZ ROLLO DE PAPEL ALUMINIO MODELO 10 ALUKINGS 1 PIEZA,INV PSD,2,PIEZA,PSD_CAT,EST.G.03.D
AW1,AIRWAVE AIR CUSHION MACHINE,INV CAT,5,PIEZA,DHL_CAT,1.F.0.1A
AW1,AIRWAVE AIR CUSHION MACHINE,INV CAT,3,PIEZA,DHL_CAT,1.F.0.6A
AWA42175BIO-PZ,AWA42175BIO-PZ Bio Film Wrapper,INV PSD,19,PIEZA,PSD_CAT,EST.H.05.B
AWA42225STD,WRAPPER 42CM 225M STD,INV CAT,57,PIEZA,DHL_CAT,1.K.0.5
AWA42350BIO,WRAPPER 42CM 350M BIO,INV CAT,4,PIEZA,DHL_CAT,1.F.0.8B
AWA42350BIO,WRAPPER 42CM 350M BIO,INV CAT,60,PIEZA,DHL_CAT,4.G.4.7
AWC20520BIO,FILLER 20CM 520M BIO,INV CAT,38,PIEZA,DHL_CAT,3.L.1.9
AWC21350STD,FILLER 21CM 350M STD,INV CAT,46,PIEZA,DHL_CAT,2.L.0.6
AWC21500BIO,FILLER 21CM 500M BIO,INV CAT,6,PIEZA,DHL_CAT,1.F.0.2A
AWC21500BIO,FILLER 21CM 500M BIO,INV CAT,64,PIEZA,DHL_CAT,4.G.4.5
AWC21500BIO,FILLER 21CM 500M BIO,INV CAT,80,PIEZA,DHL_CAT,5.G.4.5
AWC21500STD,FILLER 21 CM 500 M LARGO STD,INV CAT,80,PIEZA,DHL_CAT,1.J.1.1
AWC21500STD,FILLER 21 CM 500 M LARGO STD,INV CAT,14,PIEZA,DHL_CAT,1.M.1.6
BA24PC2,"BOTA DE SEGURIDAD DE ALTA DURACIÓN COLOR NEGRO CON LOGO ""PACKYS""#24",INV NUEVO,2,PAR,CAT_HALYCON,HAL.0.9.
BA24PC8,"BOTA DE SEGURIDAD DE ALTA DURACIÓN COLOR CAFÉ CON LOGO ""PACKYS"" #24",INV NUEVO,3,PAR,CAT_HALYCON,HAL.1.1.
BA25PC2,"BOTA DE SEGURIDAD DE ALTA DURACIÓN COLOR NEGRO CON LOGO ""PACKYS""#25",INV CAT,1,PAR,DHL_CAT,1.F.0.4A
BA25PC8,"BOTA DE SEGURIDAD DE ALTA DURACIÓN COLOR CAFÉ CON LOGO ""PACKYS"" #25",INV CAT,1,PAR,DHL_CAT,1.F.0.4A
BA26PC2,"BOTA DE SEGURIDAD DE ALTA DURACIÓN COLOR NEGRO CON LOGO ""PACKYS""#26",INV NUEVO,1,PAR,CAT_HALYCON,HAL.1.3.
BA28PC2,"BOTA DE SEGURIDAD DE ALTA DURACIÓN COLOR NEGRO CON LOGO ""PACKYS""#28",INV NUEVO,4,PAR,CAT_HALYCON,HAL.0.8.
BA29PC2,"BOTA DE SEGURIDAD DE ALTA DURACIÓN COLOR NEGRO CON LOGO ""PACKYS""#29",INV NUEVO,6,PAR,CAT_HALYCON,HAL.1.0.
BA29PC8,"BOTA DE SEGURIDAD DE ALTA DURACIÓN COLOR CAFÉ CON LOGO ""PACKYS"" #29",INV NUEVO,2,PAR,CAT_HALYCON,HAL.0.9.
BA30PC2,"BOTA DE SEGURIDAD DE ALTA DURACIÓN COLOR NEGRO CON LOGO ""PACKYS""#30",INV NUEVO,1,PAR,CAT_HALYCON,HAL.0.7.
BA30PC8,"BOTA DE SEGURIDAD DE ALTA DURACIÓN COLOR CAFÉ CON LOGO ""PACKYS"" #30",INV NUEVO,3,PAR,CAT_HALYCON,HAL.0.8.
BA31PC2,"BOTA DE SEGURIDAD DE ALTA DURACIÓN COLOR NEGRO CON LOGO ""PACKYS""#31",INV NUEVO,2,PAR,CAT_HALYCON,HAL.0.8.
BA31PC8,"BOTA DE SEGURIDAD DE ALTA DURACIÓN COLOR CAFÉ CON LOGO ""PACKYS"" #31",INV NUEVO,2,PAR,CAT_HALYCON,HAL.0.9.
BAR4P,BARBIQUEJO 4 PUNTOS,INV NUEVO,15,PIEZA,CAT_HALYCON,HAL.1.2.
BATA38C7,Bata Blanca 38,INV NUEVO,1,PIEZA,CAT_HALYCON,HAL.1.2.
BDU20L,Bidon de Urea 20 Lts,INV NUEVO,2,PIEZA,MTY_HALYCON,DISPONIBLE...
BK1,BOLSA FONDO COMÚN NO1 9 X 20 FUELLE 4.5,INV CAT,8000,PIEZA,DHL_CAT,1.E.0.7A
BK1,BOLSA FONDO COMÚN NO1 9 X 20 FUELLE 4.5,INV PSD,4000,PIEZA,PSD_CAT,EST.E.06.B
BK1-PQ100,BK1-PQ100 BOLSA FONDO COMUN NO1 9 X 20 FUELLE 4.5 PAQUETE CON 100 PZS,INV PSD,2,PAQUETE,PSD_CAT,EST.D.04.B
BK1-PQ100,BK1-PQ100 BOLSA FONDO COMUN NO1 9 X 20 FUELLE 4.5 PAQUETE CON 100 PZS,PRIME,2,PAQUETE,AMAZON,
BK1-PQ500,BK1-PQ500 BOLSA FONDO COMUN NO1 9 X 20 FUELLE 4.5 PAQUETE CON 500 PZS,INV PSD,1,PAQUETE,PSD_CAT,EST.H.01.B
BK1-PQ500,BK1-PQ500 BOLSA FONDO COMUN NO1 9 X 20 FUELLE 4.5 PAQUETE CON 500 PZS,PRIME,1,PAQUETE,AMAZON,
BK1/4,BOLSA FONDO AUTOMÁTICO 5.7 x 15 Fuelle 3.5,INV CAT,11000,PIEZA,DHL_CAT,1.E.0.2C
BK1/4,BOLSA FONDO AUTOMÁTICO 5.7 x 15 Fuelle 3.5,INV PSD,3000,PIEZA,PSD_CAT,EST.G.09.A
BK1/4-PQ500,90-ECHE-AHEK BOLSA FONDO COMUN 5.7 x 15 Fuelle 3.5 PAQUETE CON 500 PZS,INV PSD,2,PAQUETE,PSD_CAT,EST.B.02.C
BK1/4-PQ500,90-ECHE-AHEK BOLSA FONDO COMUN 5.7 x 15 Fuelle 3.5 PAQUETE CON 500 PZS,PRIME,9,PAQUETE,AMAZON,
BK1106085A,"BOLSA KRAFT FONDO AUTOMÁTICO N1/8 ""CASTILLO Y CHAVEZ CAMACHO GUSTAVO ALBERTO""",INVCUAU,225,PIEZA,CUAUTIPARKII,A.03.a.
BK1164095B,"Bolsa kraft B No.8 impresa ""Libreros Mendez Ofelia"" - 1164095",INVCUAU,100,PIEZA,CUAUTIPARKII,A.03.a.
BK1164095C,"Bolsa kraft C No.20 impresa ""Libreros Mendez Ofelia"" - 1164095",INVCUAU,24,PIEZA,CUAUTIPARKII,A.03.a.
BK12,BOLSA FONDO COMUN NUM 17.5 x 40.5 Fuelle 8,INV CAT,46000,PIEZA,DHL_CAT,1.H.0.4
BK12,BOLSA FONDO COMUN NUM 17.5 x 40.5 Fuelle 8,INV CAT,5500,PIEZA,DHL_CAT,1.N.0.2
BK12,BOLSA FONDO COMUN NUM 17.5 x 40.5 Fuelle 8,INV CAT,42000,PIEZA,DHL_CAT,3.I.0.5
BK12,BOLSA FONDO COMUN NUM 17.5 x 40.5 Fuelle 8,INV CAT,56000,PIEZA,DHL_CAT,4.I.0.3
BK12,BOLSA FONDO COMUN NUM 17.5 x 40.5 Fuelle 8,INV CAT,56000,PIEZA,DHL_CAT,4.I.0.5
BK12,BOLSA FONDO COMUN NUM 17.5 x 40.5 Fuelle 8,INV CAT,36000,PIEZA,DHL_CAT,4.I.0.6
BK12,BOLSA FONDO COMUN NUM 17.5 x 40.5 Fuelle 8,INV PSD,500,PIEZA,PSD_CAT,EST.H.10.C
BK12-PQ100,8D-IP15-IHEK BOLSA FONDO COMUN NUM 17.5 x 40.5 FUELLE 8 PAQUETE CON 100 PZS,INV PSD,4,PAQUETE,PSD_CAT,EST.F.01.C
BK12-PQ500,GN-AN1P-MV76 BOLSA FONDO COMUN NUM 17.5 x 40.5 FUELLE 8 PAQUETE CON 500 PZS,PRIME,11,PAQUETE,AMAZON,
BK1219123B,"Bolsa kraft B impresa ""SOSA CALVA ALAN DAVID"" - 1219123",INVCUAU,1,PIEZA,CUAUTIPARKII,A.03.a.
BK14,BOLSA FONDO COMÚN NO14 19.8 X 43 FUELLE 9,INV PSD,500,PIEZA,PSD_CAT,EST.C.06.D
BK14,BOLSA FONDO COMÚN NO14 19.8 X 43 FUELLE 9,INV PSD,1000,PIEZA,PSD_CAT,EST.E.06.C
BK14,BOLSA FONDO COMÚN NO14 19.8 X 43 FUELLE 9,INV PSD,2000,PIEZA,PSD_CAT,EST.E.11.D
BK14-PQ100,BK14-PQ100 BOLSA FONDO COMUN NO14 19.8 X 43 FUELLE 9 PAQUETE CON 100 PZS,INV PSD,1,PAQUETE,PSD_CAT,EST.C.01.B
BK14-PQ100,BK14-PQ100 BOLSA FONDO COMUN NO14 19.8 X 43 FUELLE 9 PAQUETE CON 100 PZS,INV PSD,4,PAQUETE,PSD_CAT,EST.C.04.B
BK20,BOLSA FONDO COMÚN NO20 19.8 X 50.5 FUELLE 9,INV CAT,3933,PIEZA,DHL_CAT,3.I.0.3
BK20,BOLSA FONDO COMÚN NO20 19.8 X 50.5 FUELLE 9,INV CAT,35000,PIEZA,DHL_CAT,4.I.0.4
BK20,BOLSA FONDO COMÚN NO20 19.8 X 50.5 FUELLE 9,INV PSD,500,PIEZA,PSD_CAT,EST.H.10.D
BK20,BOLSA FONDO COMÚN NO20 19.8 X 50.5 FUELLE 9,INVCUAU,3000,PIEZA,CUAUTIPARKII,A.02.a.
BK20,BOLSA FONDO COMÚN NO20 19.8 X 50.5 FUELLE 9,INVCUAU,2060,PIEZA,CUAUTIPARKII,A.03.a.
BK20-PQ100,BK20-PQ100 BOLSA FONDO COMUN NO20 19.8 X 50.5 FUELLE 9 PAQUETE CON 100 PZS,INV PSD,3,PAQUETE,PSD_CAT,EST.F.04.B
BK20-PQ100,BK20-PQ100 BOLSA FONDO COMUN NO20 19.8 X 50.5 FUELLE 9 PAQUETE CON 100 PZS,INV PSD,1,PAQUETE,PSD_CAT,EST.G.06.B
BK20-PQ100,BK20-PQ100 BOLSA FONDO COMUN NO20 19.8 X 50.5 FUELLE 9 PAQUETE CON 100 PZS,PRIME,10,PAQUETE,AMAZON,
BK20-PQ1000,"BK20-PQ1000 BOLSA FONDO COMUN NO20 19.8 X 50.5 FUELLE 9 PAQUETE CON 1,000 PZS",INV PSD,2,PAQUETE,PSD_CAT,EST.H.09.A
BK20-PQ500,BK20-PQ500 BOLSA FONDO COMUN NO20 19.8 X 50.5 FUELLE 9 PAQUETE CON 500 PZS,PRIME,3,PAQUETE,AMAZON,
BK208,BOLSA FONDO COMUN NUM 208,INV CAT,2000,PIEZA,DHL_CAT,1.E.0.7A
BK208,BOLSA FONDO COMUN NUM 208,INV CAT,500,PIEZA,DHL_CAT,1.F.1.0C
BK208,BOLSA FONDO COMUN NUM 208,INV PSD,1000,PIEZA,PSD_CAT,EST.D.10.B
BK208-PQ100,1L-SLQV-EKUN BOLSA FONDO COMUN NUM 208 PAQUETE CON 100 PZS,INV PSD,1,PAQUETE,PSD_CAT,EST.H.01.A
BK208-PQ100,1L-SLQV-EKUN BOLSA FONDO COMUN NUM 208 PAQUETE CON 100 PZS,PRIME,9,PAQUETE,AMAZON,
BK3,BOLSA FONDO COMÚN NO2 12 X 24.5 FUELLE 6.3,INV CAT,20000,PIEZA,DHL_CAT,3.H.0.3
BK3,BOLSA FONDO COMÚN NO2 12 X 24.5 FUELLE 6.3,INV PSD,700,PIEZA,PSD_CAT,EST.D.09.B
BK3-PQ100,BK3-PQ100 BOLSA FONDO COMUN NO2 12 X 24.5 FUELLE 6.3 PAQUETE CON 100 PZS,INV PSD,2,PAQUETE,PSD_CAT,EST.G.01.C
BK3-PQ500,BK3-PQ500 BOLSA FONDO COMUN NO2 12 X 24.5 FUELLE 6.3 PAQUETE CON 500 PZS,PRIME,1,PAQUETE,AMAZON,
BK30-PQ100,BK30-PQ100 D9 BOLSA FONDO COMUN NO30 19.8 X 56.5 FUELLE 9 PAQUETE CON 100 PZS,INV PSD,4,PAQUETE,PSD_CAT,EST.H.06.A
BK30-PQ100,BK30-PQ100 D9 BOLSA FONDO COMUN NO30 19.8 X 56.5 FUELLE 9 PAQUETE CON 100 PZS,PRIME,7,PAQUETE,AMAZON,
BK30-PQ500,BK30-PQ500 D9 BOLSA FONDO COMUN NO30 19.8 X 56.5 FUELLE 9 PAQUETE CON 500 PZS,INV PSD,2,PAQUETE,PSD_CAT,EST.F.02.D
BK30-PQ500,BK30-PQ500 D9 BOLSA FONDO COMUN NO30 19.8 X 56.5 FUELLE 9 PAQUETE CON 500 PZS,PRIME,3,PAQUETE,AMAZON,
BK5,BOLSA FONDO COMÚN NO5 14.2 X 30.5 FUELLE 7.2,INV CAT,11400,PIEZA,DHL_CAT,2.I.0.6
BK5,BOLSA FONDO COMÚN NO5 14.2 X 30.5 FUELLE 7.2,INV PSD,1500,PIEZA,PSD_CAT,EST.C.09.B
BK5,BOLSA FONDO COMÚN NO5 14.2 X 30.5 FUELLE 7.2,INV PSD,500,PIEZA,PSD_CAT,EST.F.07.A
BK5,BOLSA FONDO COMÚN NO5 14.2 X 30.5 FUELLE 7.2,INVCUAU,517,PIEZA,CUAUTIPARKII,A.03.a.
BK5,BOLSA FONDO COMÚN NO5 14.2 X 30.5 FUELLE 7.2,INVCUAU,2000,PIEZA,CUAUTIPARKII,A.04.a.
BK5-PQ500,BK5-PQ500 BOLSA FONDO COMUN NO5 14.2 X 30.5 FUELLE 7.2 PAQUETE CON 500 PZS,PRIME,3,PAQUETE,AMAZON,
BK8,BOLSA FONDO COMÚN NO8 15.8 X 37 FUELLE 8,INV CAT,40400,PIEZA,DHL_CAT,3.I.0.7
BK8,BOLSA FONDO COMÚN NO8 15.8 X 37 FUELLE 8,INV PSD,1000,PIEZA,PSD_CAT,EST.A.04.C
BK8,BOLSA FONDO COMÚN NO8 15.8 X 37 FUELLE 8,INV PSD,2000,PIEZA,PSD_CAT,EST.D.05.B
BK8,BOLSA FONDO COMÚN NO8 15.8 X 37 FUELLE 8,INVCUAU,2000,PIEZA,CUAUTIPARKII,A.02.a.
BK8,BOLSA FONDO COMÚN NO8 15.8 X 37 FUELLE 8,INVCUAU,2086,PIEZA,CUAUTIPARKII,A.03.a.
BK8-PQ100,BK8-PQ100 BOLSA FONDO COMUN NO8 15.8 X 37 FUELLE 8 PAQUETE CON 100 PZS,INV PSD,1,PAQUETE,PSD_CAT,EST.G.01.C
BKN13609,BOLSA KRAFT 25.71 X 17.15 X 37.46,INV CAT,12595,PIEZA,DHL_CAT,1.I.0.4
BKN13609,BOLSA KRAFT 25.71 X 17.15 X 37.46,INV PSD,200,PIEZA,PSD_CAT,EST.H.06.C
BKN13609,BOLSA KRAFT 25.71 X 17.15 X 37.46,INV PSD,3600,PIEZA,PSD_CAT,PS.I.14.
BKN13609,BOLSA KRAFT 25.71 X 17.15 X 37.46,INVCUAU,69,PIEZA,CUAUTIPARKII,A.03.a.
BKN13609-PQ100,BKN13609-PQ100 Bolsa Kraft Fondo automatico N1/8 25.71 X 17.15 X 37.46 Paquete con 100 piezas,INV PSD,4,PAQUETE,PSD_CAT,PS.M.04.
BKN13609-PQ100,BKN13609-PQ100 Bolsa Kraft Fondo automatico N1/8 25.71 X 17.15 X 37.46 Paquete con 100 piezas,PRIME,5,PAQUETE,AMAZON,
BKN13609-PQ400,BKN13609-PQ400 Bolsa Kraft Fondo automatico N1/8 25.71 X 17.15 X 37.46 Paquete con 400 piezas,INV PSD,1,PAQUETE,PSD_CAT,STGR...
BKN14926,BOLSA KRAFT 15.87 X 23.5,INV CAT,76,PIEZA,DHL_CAT,1.F.0.6B
BKN14926,BOLSA KRAFT 15.87 X 23.5,INV CAT,15000,PIEZA,DHL_CAT,1.H.1.1
BKN14926,BOLSA KRAFT 15.87 X 23.5,INV PSD,1517,PIEZA,PSD_CAT,EST.C.05.D
BKN14926-PQ100,BKN14926-PQ100 Bolsa Kraft N26 15.87 X 23.5 Paquete con 100 piezas,INV PSD,6,PAQUETE,PSD_CAT,EST.F.04.B
BKN18061,BOLSA KRAFT 30.48 X 17.78 X 43.18,INV CAT,4500,PIEZA,DHL_CAT,1.I.0.6
BKN18061,BOLSA KRAFT 30.48 X 17.78 X 43.18,INV CAT,7750,PIEZA,DHL_CAT,2.I.0.2
BKN18061,BOLSA KRAFT 30.48 X 17.78 X 43.18,INV CAT,6750,PIEZA,DHL_CAT,2.I.0.5
BKN18061,BOLSA KRAFT 30.48 X 17.78 X 43.18,INV PSD,900,PIEZA,PSD_CAT,PS.K.07.
BKN18061,BOLSA KRAFT 30.48 X 17.78 X 43.18,INVCUAU,164,PIEZA,CUAUTIPARKII,A.03.a.
BKN18061-PQ100,EO-YCT5-BWL9 BOLSA KRAFT 30.48 X 17.78 X 43.18 PAQUETE CON 100 PZS,INV PSD,5,PAQUETE,PSD_CAT,PS.M.10.
BKN18403,BOLSA KRAFT 12.06 X 7.46 X 21.74,INV CAT,100,PIEZA,DHL_CAT,1.F.0.5B
BKN18403,BOLSA KRAFT 12.06 X 7.46 X 21.74,INV CAT,56000,PIEZA,DHL_CAT,2.I.0.1
BKN18403,BOLSA KRAFT 12.06 X 7.46 X 21.74,INV CAT,88500,PIEZA,DHL_CAT,2.I.0.3
BKN18403,BOLSA KRAFT 12.06 X 7.46 X 21.74,INV CAT,90000,PIEZA,DHL_CAT,2.I.0.4
BKN18403,BOLSA KRAFT 12.06 X 7.46 X 21.74,INV PSD,1500,PIEZA,PSD_CAT,EST.A.01.D
BKN18403-PQ100,BKN18403-PQ100 Bolsa Kraft Fondo automatico N3 12.06 X 2.93 X 8.18 Paquete con 100 pzs,INV PSD,3,PAQUETE,PSD_CAT,DEP.1..
BKN18403-PQ500,BKN18403-PQ500 Bolsa Kraft Fondo automatico N3 12.06 X 2.93 X 8.18 Paquete con 500 pzs,INV PSD,1,PAQUETE,PSD_CAT,EST.G.01.B
